pbs_code,prescribing_txt_id,pt_position,schedule_code
"14155B","28584","1","4535"
"14155B","7607","2","4535"
"14155B","7608","3","4535"
"14156C","28584","1","4535"
"14156C","7607","2","4535"
"14156C","7608","3","4535"
"14157D","28584","1","4535"
"14157D","7607","2","4535"
"14157D","7608","3","4535"
"14158E","28584","1","4535"
"14158E","7607","2","4535"
"14158E","7608","3","4535"
"14159F","22301","1","4535"
"14159F","10615","2","4535"
"14159F","22302","3","4535"
"14159F","21822","4","4535"
"14159F","21825","5","4535"
"1415L","28482","1","4535"
"1415L","28500","2","4535"
"14161H","33644","1","4535"
"14161H","28584","2","4535"
"14161H","7607","3","4535"
"14161H","7608","4","4535"
"14162J","25796","1","4535"
"14162J","7606","2","4535"
"14162J","7607","3","4535"
"14162J","7608","4","4535"
"14163K","7608","1","4535"
"14164L","28500","1","4535"
"14164L","7607","2","4535"
"14164L","7608","3","4535"
"14165M","28584","1","4535"
"14165M","7607","2","4535"
"14165M","7608","3","4535"
"14166N","22706","1","4535"
"14167P","28584","1","4535"
"14167P","7607","2","4535"
"14167P","7608","3","4535"
"14168Q","25796","1","4535"
"14168Q","7606","2","4535"
"14168Q","7607","3","4535"
"14168Q","7608","4","4535"
"14169R","28584","1","4535"
"14169R","7607","2","4535"
"14169R","7608","3","4535"
"1416M","28482","1","4535"
"1416M","28500","2","4535"
"14170T","31982","1","4535"
"14170T","28500","2","4535"
"14170T","7606","3","4535"
"14170T","7607","4","4535"
"14170T","7608","5","4535"
"14171W","31982","1","4535"
"14171W","28500","2","4535"
"14171W","7606","3","4535"
"14171W","7607","4","4535"
"14171W","7608","5","4535"
"14172X","29271","1","4535"
"14172X","31279","2","4535"
"14172X","25796","3","4535"
"14172X","7608","4","4535"
"14173Y","25796","1","4535"
"14173Y","7608","2","4535"
"14177E","32305","1","4535"
"14178F","32304","1","4535"
"14179G","29271","1","4535"
"14179G","31279","2","4535"
"14179G","25796","3","4535"
"14179G","7608","4","4535"
"1417N","7606","1","4535"
"1417N","7607","2","4535"
"14181J","32128","1","4535"
"14181J","25796","2","4535"
"14181J","7606","3","4535"
"14181J","7607","4","4535"
"14181J","7608","5","4535"
"14188R","25796","1","4535"
"14188R","28790","2","4535"
"14188R","28812","3","4535"
"14188R","7607","4","4535"
"14188R","7608","5","4535"
"14189T","7606","1","4535"
"14189T","7607","2","4535"
"14189T","7608","3","4535"
"14190W","25796","1","4535"
"14190W","7608","2","4535"
"14193B","8211","1","4535"
"14193B","25651","2","4535"
"14193B","25698","3","4535"
"14193B","27199","4","4535"
"14195D","7606","1","4535"
"14195D","7607","2","4535"
"14195D","7608","3","4535"
"14196E","25796","1","4535"
"14196E","7608","2","4535"
"1419Q","30624","1","4535"
"1419Q","28500","2","4535"
"14201K","32306","1","4535"
"14202L","8211","1","4535"
"14202L","25651","2","4535"
"14202L","25698","3","4535"
"14202L","25598","4","4535"
"14202L","25574","5","4535"
"14205P","31982","1","4535"
"14205P","28500","2","4535"
"14205P","7606","3","4535"
"14205P","7607","4","4535"
"14205P","7608","5","4535"
"14206Q","25796","1","4535"
"14206Q","7608","2","4535"
"14207R","29271","1","4535"
"14207R","31279","2","4535"
"14207R","25796","3","4535"
"14207R","7608","4","4535"
"14208T","32128","1","4535"
"14208T","25796","2","4535"
"14208T","7606","3","4535"
"14208T","7607","4","4535"
"14208T","7608","5","4535"
"14211Y","25796","1","4535"
"14211Y","28790","2","4535"
"14211Y","28812","3","4535"
"14211Y","7607","4","4535"
"14211Y","7608","5","4535"
"14212B","29271","1","4535"
"14212B","31279","2","4535"
"14212B","25796","3","4535"
"14212B","7608","4","4535"
"14213C","32304","1","4535"
"14214D","31982","1","4535"
"14214D","28500","2","4535"
"14214D","7606","3","4535"
"14214D","7607","4","4535"
"14214D","7608","5","4535"
"14215E","25796","1","4535"
"14215E","7606","2","4535"
"14215E","7607","3","4535"
"14215E","7608","4","4535"
"14216F","25796","1","4535"
"14216F","7606","2","4535"
"14216F","7607","3","4535"
"14216F","7608","4","4535"
"14218H","32306","1","4535"
"14219J","32305","1","4535"
"14221L","27048","1","4535"
"14221L","28500","2","4535"
"14221L","7606","3","4535"
"14221L","7607","4","4535"
"14222M","33164","1","4535"
"14222M","29791","2","4535"
"14222M","27049","3","4535"
"14222M","7606","4","4535"
"14222M","7607","5","4535"
"14223N","27279","1","4535"
"14223N","27047","2","4535"
"14223N","27134","3","4535"
"14223N","33720","4","4535"
"14223N","7607","5","4535"
"14224P","7614","1","4535"
"14224P","32503","2","4535"
"14224P","7606","3","4535"
"14224P","7607","4","4535"
"14224P","7608","5","4535"
"14225Q","7606","1","4535"
"14225Q","7607","2","4535"
"14225Q","7608","3","4535"
"14226R","7606","1","4535"
"14226R","7607","2","4535"
"14226R","7608","3","4535"
"14227T","28737","1","4535"
"14227T","33720","2","4535"
"14227T","7606","3","4535"
"14227T","7607","4","4535"
"14227T","7608","5","4535"
"14228W","28737","1","4535"
"14228W","33720","2","4535"
"14228W","7606","3","4535"
"14228W","7607","4","4535"
"14228W","7608","5","4535"
"14229X","7606","1","4535"
"14229X","7607","2","4535"
"14230Y","29000","1","4535"
"14230Y","28755","2","4535"
"14230Y","7607","3","4535"
"14230Y","7608","4","4535"
"14231B","25796","1","4535"
"14231B","7608","2","4535"
"14232C","7607","1","4535"
"14233D","7607","1","4535"
"14234E","27048","1","4535"
"14234E","7606","2","4535"
"14234E","7607","3","4535"
"14235F","33077","1","4535"
"14235F","33164","2","4535"
"14235F","29791","3","4535"
"14235F","27047","4","4535"
"14235F","27134","5","4535"
"14235F","28500","6","4535"
"14236G","32371","1","4535"
"14236G","32372","2","4535"
"14236G","7607","3","4535"
"14236G","7608","4","4535"
"14237H","7614","1","4535"
"14237H","7606","2","4535"
"14237H","7607","3","4535"
"14237H","7608","4","4535"
"14238J","25796","1","4535"
"14238J","7607","2","4535"
"1423X","30624","1","4535"
"1423X","28500","2","4535"
"14240L","7606","1","4535"
"14240L","7607","2","4535"
"14242N","27048","1","4535"
"14242N","28500","2","4535"
"14242N","7606","3","4535"
"14243P","27049","1","4535"
"14243P","7606","2","4535"
"14243P","7607","3","4535"
"14244Q","33164","1","4535"
"14244Q","29791","2","4535"
"14244Q","27047","3","4535"
"14244Q","27134","4","4535"
"14244Q","7606","5","4535"
"14244Q","7607","6","4535"
"14245R","27047","1","4535"
"14245R","27134","2","4535"
"14245R","28500","3","4535"
"14245R","7606","4","4535"
"14246T","7614","1","4535"
"14246T","32503","2","4535"
"14246T","7606","3","4535"
"14246T","7607","4","4535"
"14246T","7608","5","4535"
"14247W","14458","1","4535"
"14247W","7607","2","4535"
"14247W","7608","3","4535"
"14248X","7606","1","4535"
"14248X","7607","2","4535"
"14248X","7608","3","4535"
"14249Y","7607","1","4535"
"14249Y","7608","2","4535"
"14250B","14458","1","4535"
"14250B","7607","2","4535"
"14250B","7608","3","4535"
"14251C","27049","1","4535"
"14251C","28500","2","4535"
"14251C","7606","3","4535"
"14251C","7607","4","4535"
"14252D","27279","1","4535"
"14252D","27047","2","4535"
"14252D","27134","3","4535"
"14252D","28500","4","4535"
"14253E","29247","1","4535"
"14253E","27391","2","4535"
"14253E","27047","3","4535"
"14253E","27134","4","4535"
"14253E","7607","5","4535"
"14254F","7614","1","4535"
"14254F","7606","2","4535"
"14254F","7607","3","4535"
"14254F","7608","4","4535"
"14255G","7606","1","4535"
"14255G","7607","2","4535"
"14255G","7608","3","4535"
"14256H","29000","1","4535"
"14256H","28500","2","4535"
"14256H","7607","3","4535"
"14256H","7608","4","4535"
"14257J","29000","1","4535"
"14257J","28755","2","4535"
"14257J","7607","3","4535"
"14257J","7608","4","4535"
"14258K","29000","1","4535"
"14258K","28500","2","4535"
"14258K","7607","3","4535"
"14258K","7608","4","4535"
"14260M","25796","1","4535"
"14260M","7608","2","4535"
"14261N","27048","1","4535"
"14261N","28500","2","4535"
"14261N","7606","3","4535"
"14261N","7607","4","4535"
"14262P","27048","1","4535"
"14262P","7606","2","4535"
"14262P","7607","3","4535"
"14263Q","27048","1","4535"
"14263Q","28500","2","4535"
"14263Q","7606","3","4535"
"14264R","28755","1","4535"
"14264R","7606","2","4535"
"14264R","7607","3","4535"
"14264R","7608","4","4535"
"14265T","7614","1","4535"
"14265T","32503","2","4535"
"14265T","7606","3","4535"
"14265T","7607","4","4535"
"14265T","7608","5","4535"
"14266W","14458","1","4535"
"14266W","7607","2","4535"
"14266W","7608","3","4535"
"14267X","7607","1","4535"
"14267X","7608","2","4535"
"14268Y","7607","1","4535"
"14268Y","7608","2","4535"
"14269B","7606","1","4535"
"14269B","7607","2","4535"
"14269B","7608","3","4535"
"14270C","25796","1","4535"
"14270C","7607","2","4535"
"14271D","7606","1","4535"
"14271D","7607","2","4535"
"14272E","33164","1","4535"
"14272E","29791","2","4535"
"14272E","27048","3","4535"
"14272E","7606","4","4535"
"14272E","7607","5","4535"
"14273F","29247","1","4535"
"14273F","27391","2","4535"
"14273F","33164","3","4535"
"14273F","29791","4","4535"
"14273F","27047","5","4535"
"14273F","27134","6","4535"
"14273F","34034","7","4535"
"14273F","7607","8","4535"
"14274G","27279","1","4535"
"14274G","27047","2","4535"
"14274G","27134","3","4535"
"14274G","7607","4","4535"
"14275H","27047","1","4535"
"14275H","27134","2","4535"
"14275H","28500","3","4535"
"14275H","7606","4","4535"
"14275H","7607","5","4535"
"14276J","33077","1","4535"
"14276J","33164","2","4535"
"14276J","29791","3","4535"
"14276J","27047","4","4535"
"14276J","27134","5","4535"
"14276J","28500","6","4535"
"14277K","26437","1","4535"
"14277K","14458","2","4535"
"14277K","7606","3","4535"
"14277K","7607","4","4535"
"14277K","7608","5","4535"
"14278L","26437","1","4535"
"14278L","14458","2","4535"
"14278L","7606","3","4535"
"14278L","7607","4","4535"
"14278L","7608","5","4535"
"14279M","28737","1","4535"
"14279M","33720","2","4535"
"14279M","7606","3","4535"
"14279M","7607","4","4535"
"14279M","7608","5","4535"
"14280N","28737","1","4535"
"14280N","33720","2","4535"
"14280N","7606","3","4535"
"14280N","7607","4","4535"
"14280N","7608","5","4535"
"14281P","7606","1","4535"
"14281P","7607","2","4535"
"14282Q","29000","1","4535"
"14282Q","28500","2","4535"
"14282Q","7607","3","4535"
"14282Q","7608","4","4535"
"14283R","27049","1","4535"
"14283R","28500","2","4535"
"14283R","7606","3","4535"
"14284T","33164","1","4535"
"14284T","29791","2","4535"
"14284T","27048","3","4535"
"14284T","7606","4","4535"
"14284T","7607","5","4535"
"14285W","33077","1","4535"
"14285W","27047","2","4535"
"14285W","27134","3","4535"
"14285W","28496","4","4535"
"14285W","7606","5","4535"
"14285W","7607","6","4535"
"14286X","33077","1","4535"
"14286X","27047","2","4535"
"14286X","27134","3","4535"
"14286X","28496","4","4535"
"14286X","7606","5","4535"
"14286X","7607","6","4535"
"14287Y","32371","1","4535"
"14287Y","32372","2","4535"
"14287Y","7607","3","4535"
"14287Y","7608","4","4535"
"14288B","7607","1","4535"
"14288B","7608","2","4535"
"14289C","7606","1","4535"
"14289C","7607","2","4535"
"14289C","7608","3","4535"
"14291E","25796","1","4535"
"14291E","7607","2","4535"
"14292F","25796","1","4535"
"14292F","7607","2","4535"
"14293G","25796","1","4535"
"14293G","7607","2","4535"
"14294H","29247","1","4535"
"14294H","27391","2","4535"
"14294H","27047","3","4535"
"14294H","27134","4","4535"
"14294H","28500","5","4535"
"14294H","7607","6","4535"
"14295J","27279","1","4535"
"14295J","33164","2","4535"
"14295J","29791","3","4535"
"14295J","34034","4","4535"
"14295J","27047","5","4535"
"14295J","27134","6","4535"
"14295J","33720","7","4535"
"14295J","7607","8","4535"
"14296K","28755","1","4535"
"14296K","7606","2","4535"
"14296K","7607","3","4535"
"14296K","7608","4","4535"
"14297L","7614","1","4535"
"14297L","7606","2","4535"
"14297L","7607","3","4535"
"14297L","7608","4","4535"
"14298M","14458","1","4535"
"14298M","7607","2","4535"
"14298M","7608","3","4535"
"14299N","25796","1","4535"
"14299N","7607","2","4535"
"14300P","29000","1","4535"
"14300P","28755","2","4535"
"14300P","7607","3","4535"
"14300P","7608","4","4535"
"14302R","13413","1","4535"
"14302R","23717","2","4535"
"14302R","23729","3","4535"
"14302R","23730","4","4535"
"14302R","7606","5","4535"
"14302R","7607","6","4535"
"14303T","9552","1","4535"
"14303T","23717","2","4535"
"14303T","23729","3","4535"
"14303T","23730","4","4535"
"14303T","7606","5","4535"
"14303T","7607","6","4535"
"14304W","25796","1","4535"
"14304W","26832","2","4535"
"14304W","26833","3","4535"
"14304W","23730","4","4535"
"14304W","13413","5","4535"
"14304W","7606","6","4535"
"14304W","7607","7","4535"
"14306Y","8559","1","4535"
"14308C","9552","1","4535"
"14308C","23717","2","4535"
"14308C","23729","3","4535"
"14308C","23730","4","4535"
"14308C","7606","5","4535"
"14309D","24113","1","4535"
"14309D","7606","2","4535"
"14310E","21974","1","4535"
"14310E","21824","2","4535"
"14310E","21976","3","4535"
"14310E","11429","4","4535"
"14310E","21822","5","4535"
"14310E","21977","6","4535"
"14315K","32592","1","4535"
"14316L","32592","1","4535"
"14317M","32592","1","4535"
"14319P","33339","1","4535"
"14321R","32592","1","4535"
"14324X","14876","1","4535"
"14324X","15467","2","4535"
"14324X","7606","3","4535"
"14324X","7607","4","4535"
"14325Y","14876","1","4535"
"14325Y","15467","2","4535"
"14325Y","7606","3","4535"
"14325Y","7607","4","4535"
"14329E","14876","1","4535"
"14329E","15467","2","4535"
"14330F","23717","1","4535"
"14330F","23729","2","4535"
"14330F","23730","3","4535"
"14336M","33262","1","4535"
"14339Q","25796","1","4535"
"14339Q","26832","2","4535"
"14339Q","26833","3","4535"
"14339Q","23730","4","4535"
"14339Q","13413","5","4535"
"14339Q","7606","6","4535"
"14339Q","7607","7","4535"
"14340R","13413","1","4535"
"14340R","23717","2","4535"
"14340R","23729","3","4535"
"14340R","23730","4","4535"
"14342W","13413","1","4535"
"14342W","23717","2","4535"
"14342W","23729","3","4535"
"14342W","23730","4","4535"
"14346C","21974","1","4535"
"14346C","21824","2","4535"
"14346C","21976","3","4535"
"14346C","11429","4","4535"
"14346C","21822","5","4535"
"14346C","21977","6","4535"
"14350G","32592","1","4535"
"14351H","32592","1","4535"
"14352J","33339","1","4535"
"14354L","33338","1","4535"
"14355M","32592","1","4535"
"14360T","14876","1","4535"
"14360T","15467","2","4535"
"14360T","7606","3","4535"
"14360T","7607","4","4535"
"14361W","24211","1","4535"
"14362X","23717","1","4535"
"14362X","23729","2","4535"
"14362X","23730","3","4535"
"14362X","7606","4","4535"
"14362X","7607","5","4535"
"14363Y","25796","1","4535"
"14363Y","26832","2","4535"
"14363Y","26833","3","4535"
"14363Y","23730","4","4535"
"14363Y","7813","5","4535"
"14363Y","7606","6","4535"
"14363Y","7607","7","4535"
"14364B","7813","1","4535"
"14364B","23717","2","4535"
"14364B","23729","3","4535"
"14364B","23730","4","4535"
"14365C","22301","1","4535"
"14365C","10615","2","4535"
"14365C","22302","3","4535"
"14365C","21822","4","4535"
"14365C","21825","5","4535"
"14366D","14555","1","4535"
"14372K","8559","1","4535"
"14373L","23717","1","4535"
"14373L","23718","2","4535"
"14373L","9785","3","4535"
"14374M","23717","1","4535"
"14376P","22301","1","4535"
"14376P","10615","2","4535"
"14376P","22302","3","4535"
"14376P","21822","4","4535"
"14376P","21825","5","4535"
"14376P","26584","6","4535"
"1437P","16639","1","4535"
"14382Y","27030","1","4535"
"14382Y","28690","2","4535"
"14382Y","22301","3","4535"
"14382Y","21976","4","4535"
"14382Y","11429","5","4535"
"14382Y","21822","6","4535"
"14382Y","21977","7","4535"
"14383B","12819","1","4535"
"14384C","12820","1","4535"
"14386E","32592","1","4535"
"14391K","7606","1","4535"
"14391K","7607","2","4535"
"14394N","25796","1","4535"
"14394N","26832","2","4535"
"14394N","26833","3","4535"
"14394N","23730","4","4535"
"14394N","7606","5","4535"
"14394N","7607","6","4535"
"14395P","25796","1","4535"
"14395P","26832","2","4535"
"14395P","26833","3","4535"
"14395P","23730","4","4535"
"14395P","7606","5","4535"
"14395P","7607","6","4535"
"14396Q","25796","1","4535"
"14396Q","26832","2","4535"
"14396Q","26833","3","4535"
"14396Q","23730","4","4535"
"14396Q","7606","5","4535"
"14396Q","7607","6","4535"
"14397R","7813","1","4535"
"14397R","23717","2","4535"
"14397R","23729","3","4535"
"14397R","23730","4","4535"
"14398T","31027","1","4535"
"14398T","31028","2","4535"
"14399W","27030","1","4535"
"14399W","10615","2","4535"
"14399W","22301","3","4535"
"14399W","21976","4","4535"
"14399W","11429","5","4535"
"14399W","21822","6","4535"
"14399W","21977","7","4535"
"14401Y","14463","1","4535"
"14405E","23717","1","4535"
"14405E","23718","2","4535"
"14405E","9785","3","4535"
"14406F","13413","1","4535"
"14406F","23717","2","4535"
"14406F","23729","3","4535"
"14406F","23730","4","4535"
"14406F","7606","5","4535"
"14406F","7607","6","4535"
"14418W","12819","1","4535"
"14422C","32592","1","4535"
"14423D","32592","1","4535"
"14424E","21971","1","4535"
"14425F","32592","1","4535"
"14432N","23717","1","4535"
"14433P","23717","1","4535"
"14433P","23729","2","4535"
"14433P","23730","3","4535"
"14434Q","34175","1","4535"
"14434Q","22705","2","4535"
"14435R","31027","1","4535"
"14435R","31028","2","4535"
"14436T","9915","1","4535"
"14436T","22301","2","4535"
"14436T","22302","3","4535"
"14436T","21822","4","4535"
"14436T","21825","5","4535"
"14437W","22301","1","4535"
"14437W","10615","2","4535"
"14437W","22302","3","4535"
"14437W","21822","4","4535"
"14437W","21825","5","4535"
"14438X","7608","1","4535"
"14439Y","34175","1","4535"
"14439Y","22706","2","4535"
"14443E","9977","1","4535"
"14444F","9552","1","4535"
"14444F","23717","2","4535"
"14444F","23729","3","4535"
"14444F","23730","4","4535"
"14444F","7606","5","4535"
"14444F","7607","6","4535"
"14445G","25796","1","4535"
"14445G","26832","2","4535"
"14445G","26833","3","4535"
"14445G","26898","4","4535"
"14445G","9785","5","4535"
"14445G","7606","6","4535"
"14445G","7607","7","4535"
"14445G","28962","8","4535"
"14448K","23717","1","4535"
"14449L","22301","1","4535"
"14449L","10615","2","4535"
