pbs_code,prescribing_txt_id,pt_position,schedule_code
"13677W","28786","2","4535"
"13677W","28787","3","4535"
"13677W","28584","4","4535"
"13677W","7606","5","4535"
"13677W","7607","6","4535"
"13677W","7608","7","4535"
"13678X","28785","1","4535"
"13678X","28786","2","4535"
"13678X","28787","3","4535"
"13678X","28584","4","4535"
"13678X","7606","5","4535"
"13678X","7607","6","4535"
"13678X","7608","7","4535"
"13679Y","28785","1","4535"
"13679Y","28786","2","4535"
"13679Y","28787","3","4535"
"13679Y","28584","4","4535"
"13679Y","7606","5","4535"
"13679Y","7607","6","4535"
"13679Y","7608","7","4535"
"13680B","28785","1","4535"
"13680B","28786","2","4535"
"13680B","28787","3","4535"
"13680B","28584","4","4535"
"13680B","7606","5","4535"
"13680B","7607","6","4535"
"13680B","7608","7","4535"
"13681C","28785","1","4535"
"13681C","28786","2","4535"
"13681C","28787","3","4535"
"13681C","28584","4","4535"
"13681C","7606","5","4535"
"13681C","7607","6","4535"
"13681C","7608","7","4535"
"13682D","28785","1","4535"
"13682D","28786","2","4535"
"13682D","28787","3","4535"
"13682D","28584","4","4535"
"13682D","7606","5","4535"
"13682D","7607","6","4535"
"13682D","7608","7","4535"
"13683E","28785","1","4535"
"13683E","28786","2","4535"
"13683E","28787","3","4535"
"13683E","28584","4","4535"
"13683E","7606","5","4535"
"13683E","7607","6","4535"
"13683E","7608","7","4535"
"13684F","31231","1","4535"
"13684F","29190","2","4535"
"13684F","7607","3","4535"
"13685G","31231","1","4535"
"13685G","28496","2","4535"
"13685G","7606","3","4535"
"13685G","7607","4","4535"
"13686H","31231","1","4535"
"13686H","27048","2","4535"
"13686H","20652","3","4535"
"13686H","28496","4","4535"
"13686H","7606","5","4535"
"13686H","7607","6","4535"
"13687J","31231","1","4535"
"13687J","33164","2","4535"
"13687J","29791","3","4535"
"13687J","28912","4","4535"
"13687J","28500","5","4535"
"13687J","7606","6","4535"
"13687J","7607","7","4535"
"13689L","31231","1","4535"
"13689L","28496","2","4535"
"13689L","7606","3","4535"
"13689L","7607","4","4535"
"13689L","7608","5","4535"
"1368B","8286","1","4535"
"13690M","31231","1","4535"
"13690M","29190","2","4535"
"13690M","7607","3","4535"
"13691N","31231","1","4535"
"13691N","33164","2","4535"
"13691N","29791","3","4535"
"13691N","27048","4","4535"
"13691N","20652","5","4535"
"13691N","28500","6","4535"
"13691N","7606","7","4535"
"13691N","7607","8","4535"
"13692P","31231","1","4535"
"13692P","33164","2","4535"
"13692P","29791","3","4535"
"13692P","27048","4","4535"
"13692P","20652","5","4535"
"13692P","28500","6","4535"
"13692P","7606","7","4535"
"13692P","7607","8","4535"
"13693Q","33974","1","4535"
"13693Q","31186","2","4535"
"13693Q","28496","3","4535"
"13693Q","7606","4","4535"
"13693Q","7607","5","4535"
"13695T","7606","1","4535"
"13695T","7607","2","4535"
"13695T","7608","3","4535"
"13696W","31231","1","4535"
"13696W","29190","2","4535"
"13696W","7607","3","4535"
"13697X","31195","1","4535"
"13697X","33974","2","4535"
"13697X","31186","3","4535"
"13697X","28912","4","4535"
"13697X","28496","5","4535"
"13697X","7606","6","4535"
"13697X","7607","7","4535"
"13698Y","31231","1","4535"
"13698Y","33164","2","4535"
"13698Y","29791","3","4535"
"13698Y","28912","4","4535"
"13698Y","28500","5","4535"
"13698Y","7606","6","4535"
"13698Y","7607","7","4535"
"13699B","31231","1","4535"
"13699B","28496","2","4535"
"13699B","7606","3","4535"
"13699B","7607","4","4535"
"13699B","7608","5","4535"
"1369C","8286","1","4535"
"13700C","31231","1","4535"
"13700C","29190","2","4535"
"13700C","7607","3","4535"
"13701D","31231","1","4535"
"13701D","28496","2","4535"
"13701D","7606","3","4535"
"13701D","7607","4","4535"
"13702E","31231","1","4535"
"13702E","28496","2","4535"
"13702E","7606","3","4535"
"13702E","7607","4","4535"
"13702E","7608","5","4535"
"13703F","31231","1","4535"
"13703F","27048","2","4535"
"13703F","20652","3","4535"
"13703F","28496","4","4535"
"13703F","7606","5","4535"
"13703F","7607","6","4535"
"13704G","31231","1","4535"
"13704G","33164","2","4535"
"13704G","29791","3","4535"
"13704G","27049","4","4535"
"13704G","20652","5","4535"
"13704G","28500","6","4535"
"13704G","7606","7","4535"
"13704G","7607","8","4535"
"13705H","31231","1","4535"
"13705H","29190","2","4535"
"13705H","7607","3","4535"
"13706J","31231","1","4535"
"13706J","28496","2","4535"
"13706J","7606","3","4535"
"13706J","7607","4","4535"
"13706J","7608","5","4535"
"13707K","31231","1","4535"
"13707K","28912","2","4535"
"13707K","28496","3","4535"
"13707K","7606","4","4535"
"13707K","7607","5","4535"
"13708L","31231","1","4535"
"13708L","28912","2","4535"
"13708L","28496","3","4535"
"13708L","7606","4","4535"
"13708L","7607","5","4535"
"13709M","7607","1","4535"
"1370D","8286","1","4535"
"13710N","33164","1","4535"
"13710N","29791","2","4535"
"13711P","25796","1","4535"
"13711P","7606","2","4535"
"13711P","7607","3","4535"
"13711P","7608","4","4535"
"13712Q","7607","1","4535"
"13713R","28500","1","4535"
"13713R","7607","2","4535"
"13713R","7608","3","4535"
"13715W","31231","1","4535"
"13715W","29190","2","4535"
"13715W","7607","3","4535"
"13716X","31231","1","4535"
"13716X","29190","2","4535"
"13716X","7607","3","4535"
"13718B","28500","1","4535"
"13718B","7607","2","4535"
"13718B","7608","3","4535"
"13719C","25796","1","4535"
"13719C","7606","2","4535"
"13719C","7607","3","4535"
"13719C","7608","4","4535"
"13720D","31231","1","4535"
"13720D","28496","2","4535"
"13720D","7606","3","4535"
"13720D","7607","4","4535"
"13721E","31231","1","4535"
"13721E","27049","2","4535"
"13721E","20652","3","4535"
"13721E","28496","4","4535"
"13721E","7606","5","4535"
"13721E","7607","6","4535"
"13722F","31231","1","4535"
"13722F","33164","2","4535"
"13722F","29791","3","4535"
"13722F","27049","4","4535"
"13722F","20652","5","4535"
"13722F","28500","6","4535"
"13722F","7606","7","4535"
"13722F","7607","8","4535"
"13723G","31231","1","4535"
"13723G","33164","2","4535"
"13723G","29791","3","4535"
"13724H","31231","1","4535"
"13724H","33164","2","4535"
"13724H","29791","3","4535"
"13725J","31231","1","4535"
"13725J","29190","2","4535"
"13725J","7607","3","4535"
"13726K","31231","1","4535"
"13726K","28496","2","4535"
"13726K","7606","3","4535"
"13726K","7607","4","4535"
"13727L","31231","1","4535"
"13727L","28496","2","4535"
"13727L","7606","3","4535"
"13727L","7607","4","4535"
"13729N","33164","1","4535"
"13729N","29791","2","4535"
"13730P","31231","1","4535"
"13730P","28496","2","4535"
"13730P","7606","3","4535"
"13730P","7607","4","4535"
"13730P","7608","5","4535"
"13731Q","31231","1","4535"
"13731Q","29190","2","4535"
"13731Q","7607","3","4535"
"13732R","31231","1","4535"
"13732R","27049","2","4535"
"13732R","20652","3","4535"
"13732R","28496","4","4535"
"13732R","7606","5","4535"
"13732R","7607","6","4535"
"13733T","31195","1","4535"
"13733T","33974","2","4535"
"13733T","31186","3","4535"
"13733T","28912","4","4535"
"13733T","28496","5","4535"
"13733T","7606","6","4535"
"13733T","7607","7","4535"
"13734W","31231","1","4535"
"13734W","29190","2","4535"
"13734W","7607","3","4535"
"13735X","31231","1","4535"
"13735X","28496","2","4535"
"13735X","7606","3","4535"
"13735X","7607","4","4535"
"13737B","33077","1","4535"
"13737B","28496","2","4535"
"13737B","7606","3","4535"
"13737B","7607","4","4535"
"13737B","7608","5","4535"
"13738C","33077","1","4535"
"13738C","28496","2","4535"
"13738C","7607","3","4535"
"13738C","7608","4","4535"
"13739D","21501","1","4535"
"13739D","7607","2","4535"
"13739D","7608","3","4535"
"13744J","32678","1","4535"
"13744J","33164","2","4535"
"13744J","29791","3","4535"
"13744J","27049","4","4535"
"13744J","28500","5","4535"
"13744J","7606","6","4535"
"13744J","7607","7","4535"
"13745K","21501","1","4535"
"13745K","7607","2","4535"
"13745K","7608","3","4535"
"13746L","31329","1","4535"
"13746L","31330","2","4535"
"13746L","7606","3","4535"
"13746L","7607","4","4535"
"13746L","7608","5","4535"
"13751R","32678","1","4535"
"13751R","33164","2","4535"
"13751R","29791","3","4535"
"13751R","28912","4","4535"
"13751R","28500","5","4535"
"13751R","7606","6","4535"
"13751R","7607","7","4535"
"13752T","21501","1","4535"
"13752T","7607","2","4535"
"13752T","7608","3","4535"
"13754X","32678","1","4535"
"13754X","33164","2","4535"
"13754X","29791","3","4535"
"13754X","27048","4","4535"
"13754X","28500","5","4535"
"13754X","7606","6","4535"
"13754X","7607","7","4535"
"13755Y","33077","1","4535"
"13755Y","28500","2","4535"
"13755Y","7606","3","4535"
"13755Y","7607","4","4535"
"13755Y","7608","5","4535"
"13757C","31331","1","4535"
"13757C","28500","2","4535"
"13757C","7606","3","4535"
"13757C","7607","4","4535"
"13757C","7608","5","4535"
"13762H","31330","1","4535"
"13762H","28500","2","4535"
"13762H","7606","3","4535"
"13762H","7607","4","4535"
"13762H","7608","5","4535"
"13763J","32678","1","4535"
"13763J","33164","2","4535"
"13763J","29791","3","4535"
"13763J","27049","4","4535"
"13763J","28500","5","4535"
"13763J","7606","6","4535"
"13763J","7607","7","4535"
"13764K","32678","1","4535"
"13764K","33164","2","4535"
"13764K","29791","3","4535"
"13764K","27048","4","4535"
"13764K","28500","5","4535"
"13764K","7606","6","4535"
"13764K","7607","7","4535"
"13765L","32678","1","4535"
"13765L","33164","2","4535"
"13765L","29791","3","4535"
"13765L","28500","4","4535"
"13766M","21501","1","4535"
"13766M","7607","2","4535"
"13766M","7608","3","4535"
"13767N","21501","1","4535"
"13767N","7607","2","4535"
"13767N","7608","3","4535"
"13768P","31329","1","4535"
"13768P","31330","2","4535"
"13768P","7606","3","4535"
"13768P","7607","4","4535"
"13768P","7608","5","4535"
"13769Q","31722","1","4535"
"13769Q","25796","2","4535"
"13769Q","7606","3","4535"
"13769Q","7607","4","4535"
"13769Q","7608","5","4535"
"13770R","33077","1","4535"
"13770R","28500","2","4535"
"13770R","7607","3","4535"
"13770R","7608","4","4535"
"13771T","31329","1","4535"
"13771T","31330","2","4535"
"13771T","7606","3","4535"
"13771T","7607","4","4535"
"13771T","7608","5","4535"
"13774Y","32678","1","4535"
"13774Y","33164","2","4535"
"13774Y","29791","3","4535"
"13774Y","28912","4","4535"
"13774Y","28500","5","4535"
"13774Y","7606","6","4535"
"13774Y","7607","7","4535"
"13775B","21501","1","4535"
"13775B","7607","2","4535"
"13775B","7608","3","4535"
"13776C","31331","1","4535"
"13776C","28500","2","4535"
"13776C","7607","3","4535"
"13776C","7608","4","4535"
"13778E","32678","1","4535"
"13778E","33164","2","4535"
"13778E","29791","3","4535"
"13778E","28500","4","4535"
"13779F","21501","1","4535"
"13779F","7607","2","4535"
"13779F","7608","3","4535"
"13780G","21501","1","4535"
"13780G","7607","2","4535"
"13780G","7608","3","4535"
"13781H","31407","1","4535"
"13781H","33164","2","4535"
"13781H","29791","3","4535"
"13781H","7606","4","4535"
"13781H","7607","5","4535"
"13782J","25796","1","4535"
"13782J","7606","2","4535"
"13782J","7607","3","4535"
"13782J","7608","4","4535"
"13783K","29271","1","4535"
"13783K","31279","2","4535"
"13783K","25796","3","4535"
"13783K","7606","4","4535"
"13783K","7607","5","4535"
"13783K","7608","6","4535"
"13784L","31446","1","4535"
"13784L","29960","2","4535"
"13784L","31447","3","4535"
"13784L","31448","4","4535"
"13784L","28584","5","4535"
"13784L","7607","6","4535"
"13785M","31446","1","4535"
"13785M","29960","2","4535"
"13785M","31447","3","4535"
"13785M","31448","4","4535"
"13785M","28584","5","4535"
"13785M","7607","6","4535"
"13786N","31446","1","4535"
"13786N","29960","2","4535"
"13786N","31447","3","4535"
"13786N","31448","4","4535"
"13786N","28584","5","4535"
"13786N","7607","6","4535"
"13787P","11532","1","4535"
"13787P","21501","2","4535"
"13787P","7607","3","4535"
"13788Q","16840","1","4535"
"13788Q","30079","2","4535"
"13789R","31407","1","4535"
"13789R","28584","2","4535"
"13789R","7606","3","4535"
"13790T","34245","1","4535"
"13791W","31446","1","4535"
"13791W","29960","2","4535"
"13791W","31447","3","4535"
"13791W","31448","4","4535"
"13791W","28584","5","4535"
"13791W","7607","6","4535"
"13792X","30935","1","4535"
"13792X","25796","2","4535"
"13792X","7607","3","4535"
"13792X","7608","4","4535"
"13793Y","11532","1","4535"
"13793Y","21501","2","4535"
"13793Y","7607","3","4535"
"13794B","16840","1","4535"
"13794B","30079","2","4535"
"13794B","28500","3","4535"
"13795C","28738","1","4535"
"13795C","28584","2","4535"
"13795C","7606","3","4535"
"13795C","7607","4","4535"
"13795C","7608","5","4535"
"13796D","8211","1","4535"
"13796D","25598","2","4535"
"13796D","25574","3","4535"
"13796D","28091","4","4535"
"13797E","31446","1","4535"
"13797E","29960","2","4535"
"13797E","31447","3","4535"
"13797E","31448","4","4535"
"13797E","28584","5","4535"
"13797E","7607","6","4535"
"13798F","28738","1","4535"
"13798F","28584","2","4535"
"13798F","7606","3","4535"
"13798F","7607","4","4535"
"13798F","7608","5","4535"
"13799G","8211","1","4535"
"13799G","13808","2","4535"
"13799G","28091","3","4535"
"13800H","29271","1","4535"
"13800H","31279","2","4535"
"13800H","25796","3","4535"
"13800H","7606","4","4535"
"13800H","7607","5","4535"
"13800H","7608","6","4535"
"13801J","34245","1","4535"
"13801J","24133","2","4535"
"13802K","31446","1","4535"
"13802K","29960","2","4535"
"13802K","31447","3","4535"
"13802K","31448","4","4535"
"13802K","28584","5","4535"
"13802K","7607","6","4535"
"13803L","16840","1","4535"
"13803L","30079","2","4535"
"13804M","31407","1","4535"
"13804M","33164","2","4535"
"13804M","29791","3","4535"
"13804M","7606","4","4535"
"13804M","7607","5","4535"
"13805N","31407","1","4535"
"13805N","33164","2","4535"
"13805N","29791","3","4535"
"13805N","7606","4","4535"
"13805N","7607","5","4535"
"13806P","8211","1","4535"
"13806P","25574","2","4535"
"13806P","28091","3","4535"
"13807Q","25796","1","4535"
"13807Q","7606","2","4535"
"13807Q","7607","3","4535"
"13807Q","7608","4","4535"
"13808R","31446","1","4535"
"13808R","29960","2","4535"
"13808R","31447","3","4535"
"13808R","31448","4","4535"
"13808R","28584","5","4535"
"13808R","7607","6","4535"
"13809T","31446","1","4535"
"13809T","29960","2","4535"
"13809T","31447","3","4535"
"13809T","31448","4","4535"
"13809T","28584","5","4535"
"13809T","7607","6","4535"
"13810W","30935","1","4535"
"13810W","25796","2","4535"
"13810W","7607","3","4535"
"13810W","7608","4","4535"
"13811X","16840","1","4535"
"13811X","30079","2","4535"
"13812Y","16840","1","4535"
"13812Y","30079","2","4535"
"13812Y","28500","3","4535"
"13813B","16840","1","4535"
"13813B","30079","2","4535"
"13813B","28500","3","4535"
"13814C","16840","1","4535"
"13814C","30079","2","4535"
"13815D","16840","1","4535"
"13815D","30079","2","4535"
"13815D","28500","3","4535"
"13816E","34245","1","4535"
"13817F","31589","1","4535"
"13817F","21501","2","4535"
"13817F","7607","3","4535"
"13817F","7608","4","4535"
"13818G","31402","1","4535"
"13818G","25796","2","4535"
"13818G","21501","3","4535"
"13818G","7607","4","4535"
"13818G","7608","5","4535"
"13819H","31402","1","4535"
"13819H","25796","2","4535"
"13819H","21501","3","4535"
"13819H","7607","4","4535"
"13819H","7608","5","4535"
"1381Q","28482","1","4535"
"1381Q","28500","2","4535"
"13820J","15898","1","4535"
"13822L","31402","1","4535"
"13822L","25796","2","4535"
"13822L","21501","3","4535"
"13822L","7607","4","4535"
"13822L","7608","5","4535"
"13823M","31402","1","4535"
"13823M","21501","2","4535"
"13823M","7607","3","4535"
"13823M","7608","4","4535"
"13824N","31402","1","4535"
"13824N","21501","2","4535"
"13824N","7607","3","4535"
"13824N","7608","4","4535"
"13825P","15898","1","4535"
"13826Q","31589","1","4535"
"13826Q","14458","2","4535"
"13826Q","21501","3","4535"
"13826Q","7607","4","4535"
"13826Q","7608","5","4535"
"13829W","31589","1","4535"
"13829W","21501","2","4535"
"13829W","7607","3","4535"
"13829W","7608","4","4535"
"1382R","7608","1","4535"
"1382R","7607","2","4535"
"1382R","26357","3","4535"
"1382R","29786","4","4535"
"1382R","12375","5","4535"
"13830X","31589","1","4535"
"13830X","14458","2","4535"
"13830X","21501","3","4535"
"13830X","7607","4","4535"
"13830X","7608","5","4535"
"13831Y","31402","1","4535"
"13831Y","25796","2","4535"
"13831Y","21501","3","4535"
"13831Y","7607","4","4535"
"13831Y","7608","5","4535"
"13832B","31402","1","4535"
"13832B","25796","2","4535"
"13832B","21501","3","4535"
"13832B","7607","4","4535"
"13832B","7608","5","4535"
"13833C","31402","1","4535"
"13833C","25796","2","4535"
"13833C","21501","3","4535"
"13833C","7607","4","4535"
"13833C","7608","5","4535"
"13838H","27533","1","4535"
"13838H","7606","2","4535"
"13838H","7607","3","4535"
"13839J","27533","1","4535"
"13839J","7606","2","4535"
"13839J","7607","3","4535"
"13840K","6918","1","4535"
"13844P","32002","1","4535"
"13845Q","32002","1","4535"
"13846R","32001","1","4535"
"13846R","32002","2","4535"
"13848W","16674","1","4535"
"13851B","32002","1","4535"
"13852C","32002","1","4535"
"13855F","32001","1","4535"
"13855F","32002","2","4535"
"13855F","25796","3","4535"
"13856G","7776","1","4535"
"13857H","12335","1","4535"
"13857H","12336","2","4535"
"13858J","12335","1","4535"
"13858J","12369","2","4535"
"13860L","7776","1","4535"
"13864Q","7606","1","4535"
"13864Q","7608","2","4535"
"13868X","16674","1","4535"
"13869Y","33274","1","4535"
"13870B","16674","1","4535"
"13871C","32001","1","4535"
"13871C","32002","2","4535"
"13875G","32002","1","4535"
"13876H","32001","1","4535"
"13876H","32002","2","4535"
"13877J","32001","1","4535"
"13877J","32002","2","4535"
"13879L","32001","1","4535"
"13879L","32002","2","4535"
"13880M","32001","1","4535"
"13880M","32002","2","4535"
"13883Q","7776","1","4535"
"13884R","7776","1","4535"
"13885T","7776","1","4535"
"13886W","7776","1","4535"
"13895H","32001","1","4535"
"13895H","32002","2","4535"
"13896J","16674","1","4535"
"13897K","32001","1","4535"
"13897K","32002","2","4535"
"13902Q","33261","1","4535"
"13903R","32002","1","4535"
"13904T","32001","1","4535"
"13904T","32002","2","4535"
"13906X","18444","1","4535"
"13906X","7606","2","4535"
"13906X","7607","3","4535"
"13907Y","7776","1","4535"
"13908B","7776","1","4535"
"13909C","7776","1","4535"
"13910D","7776","1","4535"
"13911E","7776","1","4535"
"13915J","7606","1","4535"
"13915J","7608","2","4535"
"13917L","6918","1","4535"
"13919N","14151","1","4535"
"13920P","32002","1","4535"
"13922R","16674","1","4535"
"13923T","32001","1","4535"
"13923T","32002","2","4535"
"13925X","13939","1","4535"
"13934J","24951","1","4535"
"13938N","7776","1","4535"
"13939P","12335","1","4535"
"13939P","12369","2","4535"
"13940Q","14688","1","4535"
"13941R","7776","1","4535"
"13949E","27533","1","4535"
"13949E","7606","2","4535"
"13949E","7607","3","4535"
"13950F","6918","1","4535"
"13951G","7606","1","4535"
"13953J","32001","1","4535"
"13953J","32002","2","4535"
"13954K","32001","1","4535"
"13954K","32002","2","4535"
"13958P","32001","1","4535"
"13958P","32002","2","4535"
"13959Q","32001","1","4535"
"13959Q","32002","2","4535"
"13960R","31703","1","4535"
"13962W","7776","1","4535"
"13965B","7606","1","4535"
"13965B","7607","2","4535"
"13966C","7606","1","4535"
"13966C","7607","2","4535"
"13971H","7606","1","4535"
"13971H","7608","2","4535"
"13973K","6918","1","4535"
"13974L","14151","1","4535"
"13977P","32001","1","4535"
"13977P","32002","2","4535"
"13987E","32002","1","4535"
"13989G","32001","1","4535"
"13989G","32002","2","4535"
"13990H","32001","1","4535"
"13990H","32002","2","4535"
"13991J","32001","1","4535"
"13991J","32002","2","4535"
"13994M","32001","1","4535"
"13994M","32002","2","4535"
"13995N","7776","1","4535"
"13996P","7776","1","4535"
"13997Q","19004","1","4535"
"13997Q","31703","2","4535"
"13998R","14688","1","4535"
"13999T","7776","1","4535"
"14000W","7776","1","4535"
"14001X","7776","1","4535"
"14006E","7606","1","4535"
"14006E","7607","2","4535"
"14012L","7606","1","4535"
"14012L","7608","2","4535"
"14013M","27544","1","4535"
"14013M","7607","2","4535"
"14017R","6918","1","4535"
"14018T","7606","1","4535"
"14018T","7607","2","4535"
"14019W","16674","1","4535"
"14020X","16674","1","4535"
"14021Y","32001","1","4535"
"14021Y","32002","2","4535"
"14026F","32789","1","4535"
"14027G","24951","1","4535"
"14028H","32002","1","4535"
"14029J","32002","1","4535"
"14030K","32001","1","4535"
"14030K","32002","2","4535"
"14031L","32001","1","4535"
"14031L","32002","2","4535"
"14032M","32001","1","4535"
"14032M","32002","2","4535"
"14035Q","32001","1","4535"
"14035Q","32002","2","4535"
"14039X","7776","1","4535"
"14040Y","7776","1","4535"
"14042C","14180","1","4535"
"14042C","16671","2","4535"
"14046G","7606","1","4535"
"14046G","7608","2","4535"
"14048J","7606","1","4535"
"14049K","27533","1","4535"
"14049K","7606","2","4535"
"14049K","7607","3","4535"
"14053P","7606","1","4535"
"14054Q","7606","1","4535"
"14054Q","7607","2","4535"
"14055R","16674","1","4535"
"14058X","32001","1","4535"
"14058X","32002","2","4535"
"14061C","32001","1","4535"
"14061C","32002","2","4535"
"14062D","32001","1","4535"
"14062D","32002","2","4535"
"14064F","32001","1","4535"
"14064F","32002","2","4535"
"14065G","32001","1","4535"
"14065G","32002","2","4535"
"14066H","7776","1","4535"
"14068K","14688","1","4535"
"14069L","14688","1","4535"
"14070M","7776","1","4535"
"14071N","7776","1","4535"
"14072P","7776","1","4535"
"14073Q","7606","1","4535"
"14073Q","7607","2","4535"
"14073Q","7608","3","4535"
"14074R","30935","1","4535"
"14074R","25796","2","4535"
"14074R","7606","3","4535"
"14074R","7607","4","4535"
"14074R","7608","5","4535"
"14075T","25796","1","4535"
"14075T","28339","2","4535"
"14075T","7606","3","4535"
"14075T","7607","4","4535"
"14075T","7608","5","4535"
"14078Y","31722","1","4535"
"14078Y","25796","2","4535"
"14078Y","7606","3","4535"
"14078Y","7607","4","4535"
"14079B","25796","1","4535"
"14079B","28339","2","4535"
"14079B","7606","3","4535"
"14079B","7607","4","4535"
"14079B","7608","5","4535"
"14085H","30935","1","4535"
"14085H","25796","2","4535"
"14085H","7606","3","4535"
"14085H","7607","4","4535"
"14085H","7608","5","4535"
"14086J","25796","1","4535"
"14086J","28339","2","4535"
"14086J","7606","3","4535"
"14086J","7607","4","4535"
"14086J","7608","5","4535"
"14087K","33309","1","4535"
"14087K","32112","2","4535"
"14087K","7606","3","4535"
"14087K","7608","4","4535"
"14089M","7606","1","4535"
"14089M","7607","2","4535"
"14090N","28786","1","4535"
"14090N","28500","2","4535"
"14090N","7606","3","4535"
"14090N","7607","4","4535"
"14090N","7608","5","4535"
"14091P","7606","1","4535"
"14091P","7607","2","4535"
"14092Q","7606","1","4535"
"14092Q","7607","2","4535"
"14093R","7606","1","4535"
"14093R","7607","2","4535"
"14095W","28786","1","4535"
"14095W","28500","2","4535"
"14095W","7606","3","4535"
"14095W","7607","4","4535"
"14095W","7608","5","4535"
"14096X","28786","1","4535"
"14096X","28584","2","4535"
"14096X","7606","3","4535"
"14096X","7607","4","4535"
"14096X","7608","5","4535"
"14097Y","7606","1","4535"
"14097Y","7607","2","4535"
"14099C","28786","1","4535"
"14099C","28584","2","4535"
"14099C","7606","3","4535"
"14099C","7607","4","4535"
"14099C","7608","5","4535"
"14100D","7606","1","4535"
"14100D","7607","2","4535"
"14100D","7608","3","4535"
"14101E","33309","1","4535"
"14101E","7606","2","4535"
"14101E","7607","3","4535"
"14101E","7608","4","4535"
"14102F","7606","1","4535"
"14102F","7607","2","4535"
"14103G","7606","1","4535"
"14103G","7607","2","4535"
"14105J","31802","1","4535"
"14105J","25796","2","4535"
"14105J","7606","3","4535"
"14105J","7607","4","4535"
"14105J","7608","5","4535"
"14106K","31938","1","4535"
"14106K","28500","2","4535"
"14106K","7607","3","4535"
"14106K","7608","4","4535"
"14107L","7606","1","4535"
"14107L","7607","2","4535"
"14107L","7608","3","4535"
"14109N","21501","1","4535"
"14109N","7607","2","4535"
"14109N","7608","3","4535"
"14110P","31938","1","4535"
"14110P","28500","2","4535"
"14110P","7607","3","4535"
"14110P","7608","4","4535"
"14111Q","31110","1","4535"
"14111Q","7606","2","4535"
"14111Q","7607","3","4535"
"14111Q","7608","4","4535"
"14112R","7606","1","4535"
"14112R","7607","2","4535"
"14112R","7608","3","4535"
"14113T","31864","1","4535"
"14113T","28500","2","4535"
"14113T","7606","3","4535"
"14113T","7607","4","4535"
"14113T","7608","5","4535"
"14115X","7607","1","4535"
"14115X","7608","2","4535"
"14116Y","31802","1","4535"
"14116Y","25796","2","4535"
"14116Y","7606","3","4535"
"14116Y","7607","4","4535"
"14116Y","7608","5","4535"
"14117B","31864","1","4535"
"14117B","7606","2","4535"
"14117B","7607","3","4535"
"14117B","7608","4","4535"
"14119D","7607","1","4535"
"14119D","7608","2","4535"
"14120E","7607","1","4535"
"14120E","7608","2","4535"
"14121F","7606","1","4535"
"14121F","7607","2","4535"
"14121F","7608","3","4535"
"14122G","21501","1","4535"
"14122G","7607","2","4535"
"14122G","7608","3","4535"
"14123H","31864","1","4535"
"14123H","28500","2","4535"
"14123H","7606","3","4535"
"14123H","7607","4","4535"
"14123H","7608","5","4535"
"14124J","31864","1","4535"
"14124J","28500","2","4535"
"14124J","7606","3","4535"
"14124J","7607","4","4535"
"14124J","7608","5","4535"
"14125K","31231","1","4535"
"14125K","28496","2","4535"
"14125K","7606","3","4535"
"14125K","7607","4","4535"
"14125K","7608","5","4535"
"14127M","28755","1","4535"
"14127M","7606","2","4535"
"14127M","7607","3","4535"
"14127M","7608","4","4535"
"14128N","28755","1","4535"
"14128N","7607","2","4535"
"14128N","7608","3","4535"
"14130Q","21501","1","4535"
"14130Q","7607","2","4535"
"14130Q","7608","3","4535"
"14131R","28755","1","4535"
"14131R","7606","2","4535"
"14131R","7607","3","4535"
"14131R","7608","4","4535"
"14133W","21501","1","4535"
"14133W","7607","2","4535"
"14133W","7608","3","4535"
"14134X","31802","1","4535"
"14134X","25796","2","4535"
"14134X","7606","3","4535"
"14134X","7607","4","4535"
"14134X","7608","5","4535"
"14135Y","31864","1","4535"
"14135Y","7606","2","4535"
"14135Y","7607","3","4535"
"14135Y","7608","4","4535"
"14136B","28755","1","4535"
"14136B","7607","2","4535"
"14136B","7608","3","4535"
"14137C","31864","1","4535"
"14137C","7606","2","4535"
"14137C","7607","3","4535"
"14137C","7608","4","4535"
"14138D","31864","1","4535"
"14138D","28500","2","4535"
"14138D","7606","3","4535"
"14138D","7607","4","4535"
"14138D","7608","5","4535"
"14139E","31864","1","4535"
"14139E","7606","2","4535"
"14139E","7607","3","4535"
"14139E","7608","4","4535"
"14140F","31938","1","4535"
"14140F","28500","2","4535"
"14140F","7607","3","4535"
"14140F","7608","4","4535"
"14141G","31938","1","4535"
"14141G","28500","2","4535"
"14141G","7607","3","4535"
"14141G","7608","4","4535"
"14142H","31110","1","4535"
"14142H","7606","2","4535"
"14142H","7607","3","4535"
"14142H","7608","4","4535"
"14143J","7606","1","4535"
"14143J","7607","2","4535"
"14143J","7608","3","4535"
"14144K","7607","1","4535"
"14144K","7608","2","4535"
"14146M","33644","1","4535"
"14146M","28584","2","4535"
"14146M","7607","3","4535"
"14146M","7608","4","4535"
"14147N","28584","1","4535"
"14147N","7607","2","4535"
"14147N","7608","3","4535"
"14148P","28584","1","4535"
"14148P","7607","2","4535"
"14148P","7608","3","4535"
"14149Q","33767","1","4535"
"14149Q","7608","2","4535"
"14150R","7608","1","4535"
"14151T","22706","1","4535"
"14153X","28584","1","4535"
"14153X","7607","2","4535"
"14153X","7608","3","4535"
"14154Y","33644","1","4535"
"14154Y","28584","2","4535"
"14154Y","7607","3","4535"
"14154Y","7608","4","4535"
